sentence_id	sentence	label
MIS_1027-eurl_01_027	Ethiopia took advantage of the “January Revolution” to begin construction procedures	SUBJ
FAT_1225-eurl_03_004	Here they turned our joy into a heinous crime into sadness... Why? What is the fault of the mother and father? For the joy of killing a child...	SUBJ
AFP_29-eurl_02_002	France intends to deploy four ships to contain the oil spill at sea and prepare for a land clean-up operation.	OBJ
AFP_724-eurl_05_011	On Tuesday, the Democratic Republic of the Congo commemorates its 60th independence from Belgium, as well as the memory of its national hero Patrice Lumumba, who has become an icon for the new anti-colonial activists, who are demanding that the former colonial powers bear responsibility for their past.	OBJ
MIS_1955-eurl_01_029	This Israeli gang did not kill just one person, but rather killed millions, killed a people, assassinated a nation, and seized money unlawfully. Then these traitors come and acknowledge what they consider the rights of this gang.	SUBJ
FAT_290-eurl_02_013	The events of September 11 made my future uncertain, and I wondered why people would think poorly of my faith	SUBJ
MIS_209-curl_05_011	So: We have to say: Yes, Lord, we saw their homes and passed through them - even through recent pictures taken of these villages.	SUBJ
MIS_855-eurl_01_007	It is known that a dialogue held between Qatar and Saudi Arabia to resolve the crisis ended at the beginning of this year suddenly on the Saudi side. What was the point at which the dialogue stopped? Are there any results achieved?	SUBJ
AFP_613-eurl_01_003	The President directed that these projects be completed according to a quick timetable, as planned, to alleviate the suffering of citizens and residents of the Heliopolis neighborhood, according to the highest standards of quality, as well as taking into account that the engineering designs of the projects keep up with the architectural character of the neighborhood. The President was also keen to meet with a number of those working on those projects.	OBJ
MIS_1869-curl_06_004	Amir Musa: Congratulations to the handsome young man, Hamazi, on his engagement	OBJ
MIS_702-curl_02_018	This week, NASA's Sun and Space Twitter account shared a post amid concerns about the solar minimum, saying: “The Sun goes through regular cycles of high and low activity.	OBJ
MIS_887-curl_03_001	DNA analysis showed that an 87-year-old retired postman had fathered more than 1,300 illegitimate children.	OBJ
MIS_1093-curl_02_020	“Therefore, the effects of aging on vision appear before other body functions. Over time, ETP energy production decreases by 70 percent, causing the retina to weaken and thus vision to noticeably decline as one ages.”	OBJ
MIS_855-eurl_01_056	At the level of international relations, this pandemic has revealed the structural problems afflicting the international system and multilateral organizations, which His Highness the Emir of the State of Qatar has always emphasized in his recent speeches before the United Nations General Assembly. Although many doubt the effectiveness of multilateral action, The current crisis has proven that the nature of our modern world, with its interconnected systems, necessitates the presence of this joint collective action, as no part of the world can survive this pandemic without the other part, and the question remains: How can we transform this adversity into a gift that will make us restructure this global system for the benefit of mankind? ?	SUBJ
MIS_702-curl_02_014	They continued: “Even if the Great Solar Minimum lasts a century, global temperatures will continue to rise, because there are more factors than just differences in the sun’s output that change global temperatures on Earth.	OBJ
MIS_1157-eurl_04_047	The distance between the care room in which Al-Arbeed lies, and Sherine Al-Issawi’s house in her town adjacent to the hospital is very short and only exceeds a few hundred metres, but the distance is between a recent past in which she suffered torture during several arrests to which she was subjected in the past years, and what the prisoner Al-Arbeed was subjected to. She may be the closest to her emotional abuse, as she is still waiting for the release of her imprisoned brothers, led by Samer Al-Issawi.	SUBJ
AFP_587-curl_03_011	The capital is drowning after only hours of rain...	OBJ
MIS_2753-eurl_03_010	6- Calling on people over the age of 65 to commit to staying at home while fulfilling basic needs and staying away from crowded and closed places and markets.	OBJ
AFP_376-eurl_05_006	After the disaster, about 300 paramedics and villagers arrived at the site to search for survivors, and a second avalanche occurred around noon on Wednesday at the same site, while search operations were ongoing.	OBJ
MIS_213-curl_04_006	He rose through the ranks of military leadership, and in 1964 he was appointed commander of one of the air bases west of Cairo. He received postgraduate studies at the “Frunza” Military Academy in the former Soviet Union.	OBJ
AFP_903-curl_04_008	Next Friday, Ireland will hold a referendum on same-sex marriage, which has become legal in 17 countries.	OBJ
MIS_891-eurl_01_009	Guidance rather than travel warning	SUBJ
VER_497-curl_04_002	The report revealed that there was rapid movement by the communications and information technology system in Saudi Arabia, as Saudi Arabia succeeded in achieving integration between all parties in pivotal sectors such as communications, information technology, health, and education, and cooperating with companies providing communications services to allow the use of important applications for free.	OBJ
MIS_855-eurl_01_036	We have begun to see the manipulation of public opinion through electronic armies and the dissemination of falsehood as truth, and the artificial and poisonous values ​​as an organic and natural product of society, while behind them stand millions of dollars paid to some companies that specialize in directing public opinion and not reflecting the facts as they are.	SUBJ
MIS_2852-curl_04_003	He continued: “We can do this because our health system is among the most advanced in the world and constitutes a true model for countries around the world to emulate.”	OBJ
MIS_2200-eurl_04_054	Interlocutor: Yes, but the United States says that it is convinced and has evidence of your involvement in these operations, and so far it has not revealed this evidence. However, in the investigations it is said that a person who was from your group or one of your supporters confessed to American intelligence many things about your organization and your relationship with operations, even the center. .	OBJ
MIS_560-curl_04_009	He continued: “As for the one who gets angry at the Umm Haroun series, for example, and is afraid of the word normalization, he is out of compass and weak in will.”	OBJ
MIS_291-eurl_03_003	This represents an increase in the number of tests than the company was offering before.	OBJ
AFP_614-eurl_08_006	Daoud, a prominent journalist and politician, is a prominent member of a broad coalition of leftist and liberal opposition parties that called on Tuesday for a “national dialogue” with the authorities.	OBJ
